avggift,lastgife,pgift,ampergift,response
13.59,20,0.4,18,0
8.57,10,0.15,10,1
9.08,10,0.19,11.33,0
9.23,10,0.25,9.8,0
16.4,30,0.1,30,0
6.67,11,0.18,8,0
10.07,18,0.19,18,0
15,15,0.09,15,1
6.12,7,0.27,6.67,0
7.12,10,0.2,7.4,1
8.57,10,0.2,10,0
15.25,25,0.18,21.25,0
7,10,0.17,7,0
19.25,30,0.16,26.2,1
14,20,0.16,15,0
11.82,20,0.17,20,1
15,15,0.07,15,0
7.71,10,0.23,10,0
6.42,10,0.41,10.33,0
8.29,13,0.26,11.67,0
20.27,10,0.23,25.2,0
10.13,15,0.32,10,0
3.11,5,0.26,3.33,0
13,16,0.09,13,1
11.33,12,0.14,11.33,0
4.61,10,0.26,8.5,0
6.17,6,0.21,6,1
22.75,23,0.14,23,0
9.42,25,0.21,17,0
12.67,17,0.13,17.33,0
32.7,50,0.14,50,0
18.75,15,0.11,22.5,0
17.1,20,0.17,17.5,1
17.5,20,0.09,15,1
7.89,10,0.29,10.8,1
4.62,5,0.32,5.17,0
9.63,13,0.26,13.5,0
5.6,10,0.23,6.6,0
50,50,0.1,50,1
14.56,20,0.16,20,0
12.92,15,0.37,15.38,1
18.08,30,0.17,28.33,0
15,15,0.08,15,0
21.77,30,0.19,30,0
10.5,10,0.15,10,0
15,15,0.19,14.67,0
39,35,0.28,46,1
8.71,11,0.19,9.67,1
22.5,15,0.07,15,0
14.29,18,0.19,18,1
5.75,10,0.14,6.67,1
7.74,11,0.32,9.67,1
11.5,16,0.16,11.5,0
7.27,10,0.23,14.33,0
13.57,20,0.15,18.33,0
13,16,0.06,16,0
5.5,10,0.26,10,1
8.8,10,0.15,9.75,0
9.17,15,0.11,15,1
5.91,5,0.43,5.11,0
11.18,14,0.19,11.33,0
15.1,19,0.18,19,0
12.5,15,0.09,12.5,1
11.2,10,0.2,18.33,0
17.33,17,0.12,17,0
19.67,25,0.38,19.67,1
11,15,0.21,15,0
15,17,0.15,17.33,0
11.67,15,0.1,15,0
15,15,0.08,15,0
4.89,5,0.31,5,0
10,15,0.09,10,0
7.4,15,0.12,15,0
12.5,15,0.1,12.5,0
10.83,25,0.13,18.5,0
19,25,0.14,25,0
11.54,10,0.21,15,0
8.08,25,0.2,20,0
11.5,3,0.12,11.5,0
12.5,15,0.1,12.5,0
17.33,20,0.12,16,1
6.22,5,0.38,9.5,0
7.33,9,0.22,7.33,0
13.4,25,0.1,25,0
8.2,14,0.22,11.6,1
7.1,9,0.27,7.33,0
16.67,18,0.13,17.5,0
25,25,0.07,25,0
12.83,25,0.19,25,1
15,20,0.09,15,0
14.68,12,0.29,14.67,1
7.18,8,0.29,8.75,0
15,15,0.08,15,0
13.33,20,0.09,15,0
5.56,10,0.2,7.67,0
9.11,15,0.16,15,1
6.61,10,0.23,8.75,0
5.11,5,0.28,5.71,0
12.33,15,0.12,15,0
20,20,0.07,20,0
4.61,10,0.41,9,0
25,25,0.06,25,0
7.31,10,0.24,10,0
11.33,16,0.37,13,0
7.19,10,0.31,10,1
10.36,20,0.19,15,0
5,7,0.27,5.67,1
12.45,20,0.15,20,1
11.67,20,0.1,20,0
23.17,20,0.36,20,0
13.4,15,0.08,15,0
10.36,16,0.2,14.67,1
8.71,15,0.13,15,0
15,25,0.08,25,0
9.53,10,0.26,11,1
12.5,20,0.18,18.25,0
10.12,15,0.36,15,0
15.29,15,0.16,25.67,0
4.92,3,0.36,6,1
10.71,10,0.19,10.8,0
17,20,0.18,17,0
16.75,20,0.08,20,0
16.33,20,0.18,15,0
13.75,15,0.17,13.33,0
6.39,9,0.49,7.83,1
10,17,0.3,13.5,0
13.8,19,0.09,19,0
5.25,5,0.27,5.29,0
9.86,9,0.28,10.5,0
10,20,0.11,20,0
5.17,8,0.32,5.67,0
16.75,25,0.09,22.5,0
23,23,0.07,23,1
8.17,6,0.19,14,0
9.17,15,0.3,16.33,0
15,15,0.08,15,0
24.67,41,0.11,41,0
16.5,20,0.16,20,0
4.8,5,0.25,6.33,0
15,15,0.08,15,0
9.17,15,0.28,15,0
13.52,10,0.3,13,1
11.2,20,0.16,16.67,0
11,10,0.15,13.33,0
4.14,5,0.23,3.6,0
20,20,0.07,20,0
6.3,5,0.26,5.33,1
21,32,0.07,32,0
13,16,0.07,16,0
12.33,20,0.13,20,0
25,25,0.1,25,1
10.82,15,0.16,15,0
18.57,25,0.12,23.33,0
4.8,5,0.18,5,0
9.48,25,0.38,26.67,0
15,15,0.09,15,0
4.8,7,0.53,5.33,0
8.67,12,0.25,10.67,0
16.75,20,0.15,15.67,0
15,15,0.07,15,0
11.33,12,0.16,14.67,0
18,21,0.09,18,0
27.47,100,0.41,54.33,0
11.14,20,0.27,19,0
6.92,10,0.25,11,0
21.67,25,0.12,20,0
7.6,15,0.2,8.75,0
12.5,15,0.09,12.5,0
15,10,0.11,15,0
9.06,10,0.22,10,0
45,40,0.08,45,0
15.67,17,0.2,15.67,0
13.14,20,0.13,16.67,0
13,16,0.1,13,0
3.64,7,0.23,4.8,1
5.41,6,0.23,6,0
7.5,15,0.1,15,0
32.43,41,0.12,36.75,0
9,15,0.15,17.5,1
15.7,25,0.31,25,0
10.5,15,0.28,11.25,0
9.87,16,0.31,15,0
25,25,0.12,25,1
12.8,16,0.11,15,1
5.17,5,0.29,5.83,0
15,15,0.07,15,0
17.5,20,0.12,20,0
6.12,7,0.23,6.5,0
10.17,15,0.11,13,0
9.13,10,0.31,9.86,0
6.44,5,0.16,7.33,0
16.67,20,0.09,0,1
8.5,13,0.16,8.5,0
10.35,10,0.25,14.67,0
9.8,15,0.1,15,0
25,25,0.11,25,0
7.48,10,0.43,7.5,0
6.71,10,0.25,9.33,0
13.4,15,0.27,15.5,1
10,15,0.11,10,0
15,15,0.08,15,0
8.62,15,0.18,11.25,1
9.38,20,0.15,20,0
6.11,6,0.3,6.57,0
4.18,6,0.31,5.75,1
27,32,0.17,34.25,0
26,50,0.14,50,0
6.82,5,0.3,8.33,0
7.42,10,0.27,8.5,0
15,15,0.07,15,0
17,19,0.19,19,0
27.79,50,0.24,34,0
9.06,25,0.25,16.33,0
7.7,10,0.29,10,0
10,15,0.1,12.5,0
11.29,10,0.13,12.5,0
2.12,5,0.37,3.4,0
8.33,10,0.14,8.33,0
18.75,20,0.14,18.33,0
8,12,0.22,10.67,0
13.29,17,0.12,15.67,0
14,17,0.12,16,1
7.31,9,0.26,8.75,0
5.4,6,0.31,6,0
7.5,10,0.15,7.5,0
9,15,0.09,15,1
10.44,12,0.2,11,0
8.43,10,0.19,9.25,1
13.67,15,0.1,13.67,0
7,10,0.16,9,0
19.57,40,0.18,35.67,0
13,17,0.2,16,1
9.57,12,0.15,10.8,0
7.94,12,0.22,12,0
10,15,0.11,10,0
4.95,6,0.29,4.5,1
27.5,30,0.08,30,0
20,20,0.08,20,0
11.64,18,0.19,16.67,1
13.2,20,0.19,18.5,0
11.9,20,0.31,12.88,0
8.64,12,0.31,10,0
6.6,10,0.23,12.5,0
12,20,0.13,17.5,0
9.62,15,0.14,15,0
10,10,0.17,10,0
22.27,15,0.16,0,0
9.33,17,0.13,17,0
7.47,13,0.54,11.33,1
12.75,20,0.15,18,0
4.62,3,0.21,5.75,0
9,15,0.32,12.33,0
16.43,20,0.17,17.5,1
15,15,0.09,15,0
8.4,12,0.18,11,0
8.62,10,0.34,9.57,0
7,10,0.18,8.67,1
8.8,12,0.2,10.14,1
14.44,15,0.25,14.8,1
13.17,15,0.17,13.5,0
7.5,10,0.19,7.25,1
27.5,30,0.06,27.5,0
20,20,0.14,20,1
10,15,0.1,10,0
17.75,6,0.11,20,0
13,16,0.16,14,0
18.12,25,0.15,23.75,0
20,20,0.07,20,0
32.2,40,0.09,40,0
4.23,5,0.52,6.2,0
5,5,0.2,5,0
8.5,20,0.22,10.8,0
93.75,100,0.08,125,0
15,20,0.08,15,1
4.38,5,0.24,4.5,0
15.25,20,0.25,18.67,0
11.64,10,0.19,10.67,0
6.67,7,0.25,6,0
16,20,0.16,18,0
15,20,0.1,10,0
12.33,20,0.14,18.5,0
6.4,8,0.2,6.4,0
12.22,15,0.16,18,1
27.5,30,0.11,30,0
26.7,35,0.17,32.5,0
28,28,0.07,28,0
10.6,15,0.14,13.5,1
12.5,15,0.07,15,1
15,15,0.08,15,0
8.5,10,0.52,10,1
13.25,20,0.2,18.75,1
15,15,0.17,15,1
9.25,15,0.14,9,0
7.67,15,0.12,15,0
8.17,14,0.31,13,0
8.88,10,0.18,11.67,0
9,15,0.17,20,0
15,15,0.08,15,0
20,20,0.08,20,0
68.8,50,0.13,50,1
10,15,0.18,13,0
24.14,25,0.12,26,0
7.93,10,0.18,8.75,0
15,15,0.06,15,1
5.78,10,0.26,5.67,1
13.73,20,0.17,20.33,0
31.67,50,0.11,40,0
11.5,20,0.13,20,0
17.05,10,0.25,17.5,0
8.2,10,0.17,8.2,1
8.75,20,0.15,15,0
11,21,0.1,21,1
13.2,20,0.18,15,0
10.3,10,0.29,19,0
8.6,15,0.15,15,0
23,23,0.07,23,0
15,15,0.08,15,0
6,9,0.18,9,0
6.9,10,0.16,10.67,0
25,25,0.06,25,0
13,10,0.1,16,0
13.67,20,0.13,17.5,0
22.33,22,0.12,23.5,0
15,15,0.08,15,0
12.3,20,0.16,13.33,0
13.75,25,0.09,25,0
15,15,0.09,15,0
10.5,15,0.17,15,0
27.67,31,0.1,27.67,0
15,15,0.06,15,0
2.29,10,0.3,4,0
12.5,20,0.1,12.5,0
12.5,10,0.26,12.56,0
15,15,0.08,15,0
10.83,12,0.19,12,1
14,15,0.08,14,0
7.06,10,0.32,7.33,0
7.5,10,0.25,12,0
11.5,20,0.13,11.5,0
7.82,11,0.19,9.6,1
25,25,0.06,25,0
11.12,20,0.17,16.25,0
14,15,0.09,14,1
20,20,0.08,20,0
5.62,15,0.19,5,1
17.5,25,0.15,20,0
10,14,0.17,12.25,0
9,15,0.09,15,0
15,20,0.1,20,1
6.86,11,0.15,9.67,0
10,10,0.16,15,0
5.94,15,0.46,11.4,1
20,20,0.07,20,0
7.69,16,0.22,14,0
14.5,20,0.13,17.33,0
13,19,0.1,18,0
5.08,9,0.19,7.67,1
25,25,0.06,25,0
6.8,10,0.19,6,0
11.25,15,0.24,15,0
6.92,7,0.15,10.75,0
5.8,7,0.14,6.33,1
6.25,11,0.17,6.25,0
20,20,0.06,20,0
12.91,20,0.16,16,0
13.62,1.75E+01,0.15,13.62,0
9.25,15,0.19,12.33,1
15,20,0.09,15,0
16,20,0.26,20,0
50,50,0.06,50,0
36,36,0.08,36,1
15,20,0.09,15,0
5.92,7,0.33,7.6,0
15,15,0.08,15,1
6.89,15,0.36,13.6,0
9.8,15,0.1,15,0
25,25,0.07,25,0
5,5,0.32,5,1
12.67,25,0.11,25,0
13.5,10,0.14,13.5,0
7.58,15,0.19,15,1
15,20,0.12,19,0
25,35,0.08,25,0
8.67,9,0.22,9.6,0
13,37,0.16,37,0
10.76,40,0.2,13.22,0
17.2,25,0.11,18.33,0
11,10,0.23,16.67,0
13,16,0.11,13,0
7.61,10,0.27,5,1
12.42,13,0.34,13,1
9.57,15,0.13,14,0
11.67,20,0.08,11.67,0
25,25,0.12,25,0
15.12,20,0.17,18.33,0
6.76,11,0.29,10,0
9.72,20,0.26,15.83,0
12,15,0.21,15,0
5.4,7,0.2,5,0
13.14,17,0.32,16.11,0
15,15,0.14,13.33,0
9.67,13,0.26,13,1
13.55,17,0.18,17,0
23.75,25,0.09,25,0
26.25,25,0.08,27.5,0
12.7,10,0.31,11.33,1
11.29,20,0.25,16.4,0
4.59,5,0.31,4.62,0
9.2,10,0.21,10,0
8.72,15,0.17,11.88,0
8.36,10,0.19,13,0
10.25,20,0.14,12.5,0
25,25,0.07,25,0
15,20,0.08,15,0
20,20,0.07,20,0
5.18,10,0.24,5.5,0
15,15,0.08,15,0
25,25,0.07,25,0
18.33,25,0.09,22.5,0
16.5,19,0.11,18,1
16.33,38,0.16,27.67,0
13.65,25,0.23,25,0
7.89,5,0.29,8.83,0
12.5,15,0.09,12.5,0
15,20,0.09,15,0
10.33,20,0.14,0,0
16.67,18,0.12,20,0
12.67,20,0.27,17.33,1
6.88,10,0.23,10,0
11.5,16,0.15,11.5,0
4.44,4,0.33,5,0
12,20,0.16,17.5,0
18,25,0.1,24,0
7.82,10,0.29,9.8,0
23,23,0.07,23,0
12.86,15,0.13,15,1
46.33,46,0.12,46.33,1
4.25,4,0.25,4.33,0
12.5,20,0.09,12.5,0
9.78,10,0.18,12,0
11.67,15,0.12,11.67,1
21,22,0.09,21,0
11.8,10,0.19,9.33,0
7.87,20,0.23,14,0
21.86,20,0.12,20,0
8.6,10,0.16,9.5,1
2.8,6,0.28,3.2,0
25,25,0.11,25,0
20,20,0.07,20,0
37.5,50,0.17,35,0
14.13,17,0.39,15.75,0
9.5,15,0.13,11.67,0
14.71,15,0.1,15,0
10.6,15,0.12,14,0
15,15,0.07,0,0
13,10,0.25,12.14,1
16.67,25,0.3,25.5,1
6.08,5,0.23,12,0
11.55,20,0.12,15,0
6,7,0.21,6.83,1
15.33,21,0.27,16,1
7.74,10,0.2,12,0
11.4,15,0.1,17.5,0
13.33,25,0.09,17.5,0
13.86,20,0.13,20,1
10.33,15,0.1,15,0
10,15,0.12,15,1
8.2,10,0.16,7,0
13.14,12,0.26,12,0
9.55,17,0.17,16,0
8.52,20,0.37,15.75,0
25.33,50,0.17,50,0
4.05,0,0.23,4.2,0
8.36,10,0.29,9.6,0
14.25,17,0.09,16,1
17.2,30,0.1,27.5,0
15,20,0.07,20,0
14,20,0.09,20,0
26.67,25,0.12,26.67,0
3.57,5,0.35,3.29,0
10.75,16,0.22,18,1
10.36,17,0.15,15.5,0
20,20,0.06,20,0
15.29,25,0.14,21.67,0
15.67,17,0.11,16,0
11.43,14,0.22,15.33,0
9.4,15,0.12,12,0
9.73,10,0.21,10.5,0
7.87,15,0.23,14,0
15,15,0.08,15,0
14.38,20,0.12,17.5,0
3.86,3,0.21,4.4,0
15,15,0.08,15,0
42.08,40,0.15,41.67,1
21.25,30,0.09,30,0
20,20,0.08,20,0
11.5,20,0.1,20,0
9.33,20,0.16,13.67,0
7.5,15,0.13,15,1
14.2,18,0.11,17,0
23,23,0.07,23,0
14.33,15,0.25,15.25,0
8.71,15,0.25,11.25,0
7.89,10,0.2,10,0
9.44,10,0.18,10,0
8.17,11,0.17,8.8,0
15.61,20,0.79,19,0
9.75,20,0.11,13.5,0
4.67,6,0.24,5,0
25,25,0.07,25,0
19.71,25,0.2,23.5,0
8,11,0.17,10,0
11.5,16,0.16,11.5,0
20,20,0.06,20,0
8.56,12,0.18,11.5,0
13,25,0.14,15,0
5.44,5,0.32,5.38,1
20.84,10,0.16,23.75,0
25,25,0.07,25,0
8.59,10,0.53,9.89,0
5.78,5,0.2,7.33,0
12.44,15,0.33,15.38,0
19.25,30,0.09,27.5,0
11.25,15,0.12,11.67,0
15.23,17,0.23,17.67,0
5.23,10,0.3,10,0
15.5,18,0.11,17.33,0
17.88,26,0.14,22.75,0
17.12,35,0.12,30,0
15,15,0.06,15,0
20,20,0.07,20,0
8,25,0.17,12.33,0
30,30,0.14,30,0
7.73,5,0.25,6.67,1
18.33,31,0.17,27.25,0
7.47,11,0.29,9.75,0
6.67,8,0.18,7.5,0
11.15,10,0.41,15,0
9,15,0.09,15,0
12.76,15,0.23,17,0
15.5,25,0.11,19,0
10,15,0.09,15,1
18.67,21,0.12,18,0
30,30,0.06,30,0
5.36,5,0.22,5,0
6.86,12,0.36,10.6,0
6.33,7,0.36,7.2,0
17.6,25,0.14,21.25,0
12.21,15,0.22,16,0
18,25,0.15,21.25,0
5.75,5,0.2,7.5,0
12.33,15,0.12,12.33,1
25,25,0.06,25,0
11.33,20,0.12,11.33,0
22.5,25,0.06,25,0
50,50,0.15,50,0
10.7,10,0.2,8.67,0
6.11,7,0.19,7.8,1
6.9,5,0.33,7.8,1
6,6,0.17,6,0
5.75,9,0.21,5.67,1
4.58,20,0.22,10,0
16.64,25,0.19,25,0
7.3,15,0.14,10,1
7.25,13,0.25,11.5,1
9.75,10,0.16,15,0
10.67,20,0.1,13.5,0
5.41,5,0.25,6.75,0
10,15,0.11,10,0
19,100,0.32,10,0
6.67,10,0.14,6.67,0
27.25,35,0.12,28.33,0
16,16,0.07,16,0
10,15,0.1,10,0
15.08,25,0.21,22,0
17.5,15,0.06,15,1
11.53,15,0.25,18,1
20,30,0.13,20,0
9.67,14,0.18,12.75,0
20,25,0.1,25,0
7.5,15,0.11,15,0
8.56,20,0.2,20,0
7.33,10,0.25,10,0
5.5,10,0.18,7.5,0
7.25,11,0.33,11.5,0
10.81,19,0.22,18,0
10.86,15,0.13,15,0
8.75,10,0.17,8.75,1
14.69,25,0.15,25,1
5.82,7,0.25,6,1
18.5,19,0.11,19.67,0
9.97,10,0.4,13.33,0
12.75,21,0.11,18,0
6.83,9,0.19,8.25,0
5.47,6,0.38,6,1
15.63,15,0.22,15.67,0
62.5,100,0.07,100,1
3.31,3,0.28,4,1
8.57,10,0.21,13.33,0
17.5,20,0.12,15,1
15,20,0.11,15,0
23.33,50,0.09,50,0
11.38,15,0.14,13.33,0
9.43,16,0.22,16,0
9.54,25,0.18,20,0
19.6,30,0.09,30,1
8,18,0.18,8.6,0
8.25,18,0.26,14.5,0
14.19,25,0.24,22,0
7.57,15,0.14,12.5,0
7.42,11,0.39,10.5,0
15.67,15,0.14,15.67,0
15,20,0.09,15,0
3.8,7,0.24,5.5,1
24.2,20,0.09,20,0
15,20,0.1,15,0
12.5,15,0.1,12.5,1
9.5,12,0.25,11,1
15,15,0.07,15,0
6.54,10,0.36,10,0
8.6,14,0.2,8.6,1
9.89,16,0.15,14.67,0
5.62,7,0.31,6.25,1
8.17,10,0.17,9.75,0
5.57,5,0.17,5.67,0
10.36,10,0.19,14,1
11.67,15,0.12,12.5,0
5.17,5,0.23,5,1
3.18,5,0.34,4.5,0
4.71,5,0.33,5,0
10,20,0.13,15,1
20.78,25,0.11,25,0
19.17,20,0.11,20,0
10.62,16,0.19,16,0
18.67,25,0.21,25,0
9.33,15,0.12,15,0
11.12,15,0.16,13,0
9.2,10,0.22,10,0
12.75,20,0.09,20,1
17,27,0.14,27.33,0
15,20,0.11,15,0
7.75,20,0.19,15,0
11.67,15,0.1,15,0
23,23,0.07,23,0
8.8,15,0.11,12.5,0
12,10,0.1,12,0
3.21,6,0.28,3.4,1
20,20,0.08,20,0
12.75,10,0.29,13.33,0
6.55,7,0.23,8.17,1
15,20,0.1,15,0
14.33,17,0.19,15.67,1
5.44,10,0.24,10,1
13.57,25,0.13,25,1
16.67,15,0.1,25,0
6.2,7,0.22,6.2,0
6.24,5,0.25,5.8,0
8.18,11,0.22,10.33,0
6.67,15,0.19,15,0
7.57,5,0.2,9,0
20.3,25,0.14,22.5,0
12.67,15,0.12,12.67,0
11.44,15,0.21,9.6,1
4.76,7,0.27,8,0
13.56,20,0.11,20,0
23.86,42,0.12,41,1
20.42,25,0.18,25,1
9.33,15,0.12,12.5,1
13.67,20,0.21,18.5,1
15.08,20,0.19,18.67,0
15,17,0.08,15,0
20,20,0.07,20,0
4.57,5,0.37,7.6,0
10.62,10,0.19,5,0
12.5,10,0.12,15,1
7.4,10,0.15,8,0
21.5,15,0.11,28,0
12.5,20,0.1,19,0
14.75,10,0.19,16.4,1
12,16,0.12,12,0
13.25,15,0.14,15,0
55,60,0.1,55,0
12.3,14,0.17,14,0
5.62,10,0.31,6,0
14,15,0.1,14,0
12.5,15,0.19,13,0
10.45,13,0.22,12.33,0
3.48,5,0.54,3.8,0
9,15,0.12,15,0
12.67,16,0.15,12.67,0
8,10,0.17,10,0
5.48,5,0.42,5.2,0
13.55,25,0.13,22.5,0
8.86,15,0.18,9.75,0
4.14,4,0.23,4.33,1
22.93,50,0.22,45,0
8.2,10,0.15,9,0
10.75,15,0.14,12.33,0
8.55,12,0.21,11,0
12.43,10,0.17,14.25,0
21,15,0.1,15,0
19.88,20,0.21,20,0
4.43,6,0.28,4.5,0
4.48,10,0.28,6.67,0
7.67,5,0.32,7.89,0
6.7,15,0.16,15,1
2.8,3,0.56,3.25,0
6.55,15,0.27,11.5,0
11.33,15,0.22,12.5,1
16.67,25,0.1,25,0
10.23,12,0.18,12,0
5.12,5,0.42,5.18,1
4.83,7,0.38,5.2,0
5.17,20,0.38,12.5,0
10,15,0.1,13,0
10.6,26,0.19,26,0
5.63,5,0.44,4.25,0
16.2,20,0.1,18.67,0
25,25,0.07,25,0
28.5,22,0.2,29.78,0
4.67,10,0.24,7.33,0
15,15,0.08,15,0
9,10,0.23,10.17,0
26.33,25,0.21,29.6,0
20,20,0.1,20,0
9.76,12,0.38,12,0
13,15,0.1,16.5,0
11.86,18,0.23,17,0
4.44,6,0.26,4.83,1
8.8,20,0.16,14.5,1
10.38,20,0.15,18,0
13,16,0.09,13,0
20,20,0.08,20,0
31.11,25,0.31,25,0
8.36,13,0.4,11.67,0
9.57,20,0.17,15,0
9,15,0.12,15,0
8.75,10,0.16,8.75,1
8.5,15,0.2,12,0
28.04,35,0.36,34.5,1
41.67,50,0.16,0,0
24.5,25,0.1,0,0
16.14,30,0.19,26.67,0
10.33,15,0.12,15,0
31.6,38,0.14,34.5,0
10.71,10,0.21,12,1
13.5,15,0.36,13.33,0
22.4,25,0.12,23.5,0
5.75,11,0.35,10,0
13.18,21,0.16,12.4,0
13,15,0.14,15,0
12.5,20,0.1,12.5,0
10,5,0.12,10,0
13.25,25,0.11,22.5,0
12.5,15,0.1,12.5,0
10.8,10,0.14,10,0
6.55,10,0.14,7.5,0
12.67,10,0.15,12.5,1
11,14,0.21,13.2,0
15,20,0.09,20,0
8.38,10,0.27,8.75,0
14,20,0.11,20,0
6.82,9,0.3,7.75,0
11.86,16,0.12,16,0
10.17,13,0.15,10,0
10.14,10,0.24,0,0
21,25,0.09,25,0
11.25,15,0.14,11.25,0
20,20,0.07,20,0
18,18,0.08,18,0
4.29,5,0.26,4.17,1
15,15,0.08,15,0
14.62,20,0.29,20.89,1
15,25,0.07,15,0
9,15,0.13,9,0
12.5,15,0.09,12.5,0
4.21,5,0.22,6,0
22.22,25,0.15,25,0
35,50,0.12,35,0
25,25,0.07,25,0
9.23,15,0.39,11.71,0
7.62,10,0.21,10,1
26.85,42,0.13,42,0
7.67,15,0.12,15,0
18.33,20,0.08,20,0
18.22,22,0.15,23.5,0
11.2,15,0.1,12.5,0
8.62,10,0.38,9.6,0
21.25,25,0.11,25,0
7.43,11,0.23,11,0
4.87,5,0.36,5.22,0
10.67,5,0.19,13.75,0
6.46,13,0.24,12.33,1
20,20,0.11,20,0
22,0,0.08,25,0
15,20,0.09,17.5,0
15.67,25,0.11,15.67,0
10.49,18,0.33,12.39,0
8.2,11,0.13,9.67,1
13.25,25,0.26,23.33,1
28.24,28,0.28,37.33,0
3.62,3,0.31,4.17,0
7.45,10,0.21,7.5,0
8.82,15,0.46,15,0
8.71,12,0.32,10.67,0
9.31,12,0.23,10.71,0
16.67,25,0.09,22.5,0
9,15,0.12,12,0
8,10,0.18,10.25,1
23.5,20,0.14,25,0
14.38,20,0.22,16.25,0
25,25,0.12,25,0
9.75,15,0.14,11.33,0
12.5,20,0.09,20,0
10,15,0.12,12.5,1
11,17,0.15,11,1
11.67,15,0.1,15,0
17.2,32,0.11,27,0
27.5,30,0.07,30,0
10.38,15,0.23,15,0
15.5,17,0.21,18.67,0
6.32,12,0.27,10.67,0
10.45,10,0.15,13.33,0
9.67,10,0.17,11.67,1
15.86,22,0.23,22.33,0
10.33,15,0.1,13,0
4.14,5,0.29,5,0
5.29,3,0.31,6,1
15.8,20,0.15,17.25,0
14,15,0.16,15,0
15.2,20,0.12,20,0
80.07,10,0.14,37.14,0
26.67,25,0.1,25,0
6.55,15,0.61,11,0
21,25,0.1,22.5,0
31.07,15,0.19,48,0
10.38,14,0.19,14,0
25,60,0.15,55,0
12.5,20,0.1,12.5,0
15,20,0.09,15,0
18.33,25,0.08,25,0
17.5,25,0.11,25,0
7.33,20,0.12,20,0
3.5,4,0.34,4,0
14.33,17,0.2,20,0
9.38,15,0.16,13.75,0
10.88,10,0.38,15,1
8.8,20,0.16,20,0
13.71,15,0.11,15,1
9.88,16,0.38,11.62,0
10.94,10,0.28,10,0
13.57,15,0.14,17.5,0
9.05,11,0.25,11.33,0
11,15,0.17,11.25,0
11.2,15,0.31,14.38,0
9.67,16,0.15,15.5,0
17.36,10,0.2,25,0
5.5,10,0.27,5.4,0
9,11,0.45,10.75,1
9.44,13,0.18,11.25,0
7.13,10,0.31,8.5,1
10.33,15,0.13,15,0
14.67,26,0.17,23.5,0
13,20,0.11,20,0
11.67,20,0.14,17.67,1
12.14,16,0.12,16,0
20,20,0.08,20,0
16.5,25,0.22,29,0
15,15,0.08,15,1
17.5,10,0.1,15,0
3.25,3,0.32,4.83,1
8,11,0.28,11.5,1
5.86,6,0.21,6,0
9,15,0.17,10.5,0
11.75,13,0.16,11.75,0
15,25,0.07,0,0
10,15,0.12,10,0
20,25,0.11,25,0
11.07,15,0.19,15,0
9.82,13,0.52,10.92,0
10.67,25,0.13,19,0
8.59,10,0.42,8.75,0
12.19,15,0.33,15,0
10.83,20,0.14,17.5,0
15,15,0.09,15,0
10.33,15,0.18,10,0
3.73,6,0.8,5.17,1
35.17,25,0.15,40,0
6.4,9,0.34,7.57,1
25,25,0.08,25,1
13.33,25,0.09,17.5,0
9.94,10,0.27,10,0
15,20,0.13,15,0
11.11,15,0.15,17.5,1
13.86,20,0.11,20,0
18.33,25,0.08,25,0
9.85,10,0.18,10.67,0
5.5,6,0.31,5.86,0
25,25,0.07,0,0
5.81,12,0.25,11,1
12,17,0.21,16,0
20,20,0.07,20,0
12.71,16,0.13,16,1
17.5,15,0.15,17.5,0
8.92,15,0.19,12.33,0
11.14,20,0.14,21,0
30,30,0.06,30,0
40,20,0.09,35,0
8.85,12,0.25,11,0
8.64,10,0.42,10.25,0
8.48,17,0.32,15.33,1
8.11,10,0.26,8.29,0
39.25,47,0.08,47,0
10.16,14,0.24,13,0
6.93,5,0.21,9.33,1
7,20,0.19,11.67,0
21,36,0.13,36,0
18.33,25,0.11,25,0
10.17,16,0.14,13.67,0
11.2,20,0.14,12.75,0
7.4,10,0.23,10,1
5.73,5,0.16,5,1
16.67,20,0.08,20,0
3.03,5,0.35,3.44,0
10,15,0.09,10,0
15.2,20,0.1,20,0
8.64,12,0.68,11.11,0
5.47,11,0.26,9.25,0
8.09,8,0.3,8.62,0
16.43,24,0.12,24,0
3.73,5,0.33,4.5,0
13.9,15,0.18,15,0
14.33,17,0.11,17,1
15,15,0.08,15,1
14.17,25,0.13,20,0
7.9,10,0.28,10,0
8.25,6,0.12,11,0
11.67,17,0.15,16,0
10.6,15,0.13,15,0
7.69,7,0.31,8.57,0
15.67,12,0.09,17.5,0
6.58,15,0.17,15,0
14,12,0.22,12,0
16,20,0.11,20,0
7,10,0.17,7.5,1
5.88,10,0.22,6.5,1
9.67,18,0.14,17,1
9.35,10,0.44,10.79,0
9.6,16,0.2,11.67,0
13,26,0.18,24,0
6.05,3,0.39,5.75,0
19.1,30,0.39,21.67,0
11.67,15,0.12,11.67,0
3.58,5,0.41,3.86,1
14.22,20,0.21,16,1
11.25,20,0.16,11.25,0
15.29,25,0.11,5,0
10.6,16,0.16,16,0
20,20,0.08,20,0
5.75,12,0.2,7,0
16,25,0.09,22.5,0
3.11,3,0.4,3.8,0
7,10,0.14,7,0
16,17,0.09,16,0
18.67,25,0.12,23.33,0
10,12,0.21,11.6,0
5,5,0.31,5,0
10.93,13,0.19,15.25,0
15,15,0.09,15,0
9.17,5,0.14,8.33,1
9.1,16,0.22,16,0
